,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
3061,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-09,Parts per billion,9.541667,31.0,21,29,Parts per million,0.02925,0.049,10,42,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.3625,0.9,0,10.0
3062,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-09,Parts per billion,9.541667,31.0,21,29,Parts per million,0.02925,0.049,10,42,Parts per billion,0.0,0.0,2,,Parts per million,0.266667,0.8,21,
3063,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-09,Parts per billion,9.541667,31.0,21,29,Parts per million,0.02925,0.049,10,42,Parts per billion,0.0,0.0,2,,Parts per million,0.3625,0.9,0,10.0
3064,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-10,Parts per billion,11.0,29.0,0,27,Parts per million,0.024375,0.042,8,36,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.3,0.8,0,
3065,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-10,Parts per billion,11.0,29.0,0,27,Parts per million,0.024375,0.042,8,36,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.316667,0.5,0,6.0
3066,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-10,Parts per billion,11.0,29.0,0,27,Parts per million,0.024375,0.042,8,36,Parts per billion,0.0,0.0,2,,Parts per million,0.3,0.8,0,
3067,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-10,Parts per billion,11.0,29.0,0,27,Parts per million,0.024375,0.042,8,36,Parts per billion,0.0,0.0,2,,Parts per million,0.316667,0.5,0,6.0
3068,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-11,Parts per billion,17.541667,42.0,21,40,Parts per million,0.022292,0.051,10,43,Parts per billion,0.041667,1.0,23,1.0,Parts per million,0.466667,1.7,22,
3069,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-11,Parts per billion,17.541667,42.0,21,40,Parts per million,0.022292,0.051,10,43,Parts per billion,0.041667,1.0,23,1.0,Parts per million,0.383333,0.8,23,9.0
3070,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-11,Parts per billion,17.541667,42.0,21,40,Parts per million,0.022292,0.051,10,43,Parts per billion,0.0375,0.3,23,,Parts per million,0.466667,1.7,22,
3071,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-11,Parts per billion,17.541667,42.0,21,40,Parts per million,0.022292,0.051,10,43,Parts per billion,0.0375,0.3,23,,Parts per million,0.383333,0.8,23,9.0
3072,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-12,Parts per billion,20.304348,45.0,20,42,Parts per million,0.027375,0.057,10,48,Parts per billion,0.173913,1.0,17,1.0,Parts per million,0.354167,1.0,6,
3073,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-12,Parts per billion,20.304348,45.0,20,42,Parts per million,0.027375,0.057,10,48,Parts per billion,0.173913,1.0,17,1.0,Parts per million,0.4125,0.8,0,9.0
3074,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-12,Parts per billion,20.304348,45.0,20,42,Parts per million,0.027375,0.057,10,48,Parts per billion,0.185714,1.0,20,,Parts per million,0.354167,1.0,6,
3075,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-12,Parts per billion,20.304348,45.0,20,42,Parts per million,0.027375,0.057,10,48,Parts per billion,0.185714,1.0,20,,Parts per million,0.4125,0.8,0,9.0
3076,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-13,Parts per billion,18.916667,50.0,19,47,Parts per million,0.025708,0.052,10,44,Parts per billion,1.708333,4.0,19,6.0,Parts per million,0.429167,1.8,19,
3077,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-13,Parts per billion,18.916667,50.0,19,47,Parts per million,0.025708,0.052,10,44,Parts per billion,1.708333,4.0,19,6.0,Parts per million,0.4,0.8,23,9.0
3078,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-13,Parts per billion,18.916667,50.0,19,47,Parts per million,0.025708,0.052,10,44,Parts per billion,1.6875,3.3,20,,Parts per million,0.429167,1.8,19,
3079,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-13,Parts per billion,18.916667,50.0,19,47,Parts per million,0.025708,0.052,10,44,Parts per billion,1.6875,3.3,20,,Parts per million,0.4,0.8,23,9.0
3080,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-14,Parts per billion,17.958333,50.0,20,47,Parts per million,0.037667,0.064,10,64,Parts per billion,1.75,3.0,12,4.0,Parts per million,0.35,1.4,20,
3081,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-14,Parts per billion,17.958333,50.0,20,47,Parts per million,0.037667,0.064,10,64,Parts per billion,1.75,3.0,12,4.0,Parts per million,0.395833,0.8,0,9.0
3082,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-14,Parts per billion,17.958333,50.0,20,47,Parts per million,0.037667,0.064,10,64,Parts per billion,1.725,2.6,14,,Parts per million,0.35,1.4,20,
3083,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-14,Parts per billion,17.958333,50.0,20,47,Parts per million,0.037667,0.064,10,64,Parts per billion,1.725,2.6,14,,Parts per million,0.395833,0.8,0,9.0
3084,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-15,Parts per billion,8.083333,26.0,20,25,Parts per million,0.03925,0.05,8,42,Parts per billion,1.291667,2.0,1,3.0,Parts per million,0.204167,0.5,20,
3085,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-15,Parts per billion,8.083333,26.0,20,25,Parts per million,0.03925,0.05,8,42,Parts per billion,1.291667,2.0,1,3.0,Parts per million,0.245833,0.6,0,7.0
3086,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-15,Parts per billion,8.083333,26.0,20,25,Parts per million,0.03925,0.05,8,42,Parts per billion,1.275,2.0,5,,Parts per million,0.204167,0.5,20,
3087,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-15,Parts per billion,8.083333,26.0,20,25,Parts per million,0.03925,0.05,8,42,Parts per billion,1.275,2.0,5,,Parts per million,0.245833,0.6,0,7.0
3088,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-16,Parts per billion,8.458333,19.0,6,18,Parts per million,0.036917,0.056,9,47,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.245833,0.5,6,
3089,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-16,Parts per billion,8.458333,19.0,6,18,Parts per million,0.036917,0.056,9,47,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.266667,0.3,0,3.0
3090,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-16,Parts per billion,8.458333,19.0,6,18,Parts per million,0.036917,0.056,9,47,Parts per billion,1.0,1.0,2,,Parts per million,0.245833,0.5,6,
3091,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-16,Parts per billion,8.458333,19.0,6,18,Parts per million,0.036917,0.056,9,47,Parts per billion,1.0,1.0,2,,Parts per million,0.266667,0.3,0,3.0
3092,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-17,Parts per billion,7.75,20.0,19,19,Parts per million,0.031333,0.048,9,41,Parts per billion,0.958333,1.0,0,1.0,Parts per million,0.183333,0.5,6,
3093,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-17,Parts per billion,7.75,20.0,19,19,Parts per million,0.031333,0.048,9,41,Parts per billion,0.958333,1.0,0,1.0,Parts per million,0.204167,0.3,0,3.0
3094,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-17,Parts per billion,7.75,20.0,19,19,Parts per million,0.031333,0.048,9,41,Parts per billion,0.95,1.0,2,,Parts per million,0.183333,0.5,6,
3095,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-17,Parts per billion,7.75,20.0,19,19,Parts per million,0.031333,0.048,9,41,Parts per billion,0.95,1.0,2,,Parts per million,0.204167,0.3,0,3.0
3096,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-18,Parts per billion,12.652174,37.0,22,35,Parts per million,0.030292,0.053,11,45,Parts per billion,0.913043,1.0,0,1.0,Parts per million,0.2875,0.6,21,
3097,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-18,Parts per billion,12.652174,37.0,22,35,Parts per million,0.030292,0.053,11,45,Parts per billion,0.913043,1.0,0,1.0,Parts per million,0.2625,0.4,21,5.0
3098,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-18,Parts per billion,12.652174,37.0,22,35,Parts per million,0.030292,0.053,11,45,Parts per billion,0.885714,1.0,5,,Parts per million,0.2875,0.6,21,
3099,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-18,Parts per billion,12.652174,37.0,22,35,Parts per million,0.030292,0.053,11,45,Parts per billion,0.885714,1.0,5,,Parts per million,0.2625,0.4,21,5.0
3100,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-19,Parts per billion,12.041667,43.0,19,41,Parts per million,0.032,0.049,10,42,Parts per billion,1.125,2.0,19,3.0,Parts per million,0.229167,0.6,6,
3101,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-19,Parts per billion,12.041667,43.0,19,41,Parts per million,0.032,0.049,10,42,Parts per billion,1.125,2.0,19,3.0,Parts per million,0.266667,0.4,0,5.0
3102,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-19,Parts per billion,12.041667,43.0,19,41,Parts per million,0.032,0.049,10,42,Parts per billion,1.1125,1.6,20,,Parts per million,0.229167,0.6,6,
3103,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-19,Parts per billion,12.041667,43.0,19,41,Parts per million,0.032,0.049,10,42,Parts per billion,1.1125,1.6,20,,Parts per million,0.266667,0.4,0,5.0
3104,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-20,Parts per billion,10.833333,30.0,19,28,Parts per million,0.033875,0.052,10,44,Parts per billion,1.291667,2.0,2,3.0,Parts per million,0.220833,0.5,18,
3105,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-20,Parts per billion,10.833333,30.0,19,28,Parts per million,0.033875,0.052,10,44,Parts per billion,1.291667,2.0,2,3.0,Parts per million,0.225,0.3,0,3.0
3106,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-20,Parts per billion,10.833333,30.0,19,28,Parts per million,0.033875,0.052,10,44,Parts per billion,1.2625,1.6,5,,Parts per million,0.220833,0.5,18,
3107,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-20,Parts per billion,10.833333,30.0,19,28,Parts per million,0.033875,0.052,10,44,Parts per billion,1.2625,1.6,5,,Parts per million,0.225,0.3,0,3.0
3108,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-21,Parts per billion,7.833333,23.0,7,22,Parts per million,0.031667,0.047,9,40,Parts per billion,1.083333,2.0,3,3.0,Parts per million,0.175,0.6,6,
3109,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-21,Parts per billion,7.833333,23.0,7,22,Parts per million,0.031667,0.047,9,40,Parts per billion,1.083333,2.0,3,3.0,Parts per million,0.2,0.3,0,3.0
3110,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-21,Parts per billion,7.833333,23.0,7,22,Parts per million,0.031667,0.047,9,40,Parts per billion,1.075,1.3,5,,Parts per million,0.175,0.6,6,
3111,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-21,Parts per billion,7.833333,23.0,7,22,Parts per million,0.031667,0.047,9,40,Parts per billion,1.075,1.3,5,,Parts per million,0.2,0.3,0,3.0
3112,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-22,Parts per billion,9.666667,35.0,22,33,Parts per million,0.027458,0.038,12,32,Parts per billion,0.958333,1.0,0,1.0,Parts per million,0.233333,0.9,23,
3113,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-22,Parts per billion,9.666667,35.0,22,33,Parts per million,0.027458,0.038,12,32,Parts per billion,0.958333,1.0,0,1.0,Parts per million,0.1625,0.4,23,5.0
3114,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-22,Parts per billion,9.666667,35.0,22,33,Parts per million,0.027458,0.038,12,32,Parts per billion,0.95,1.0,2,,Parts per million,0.233333,0.9,23,
3115,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-22,Parts per billion,9.666667,35.0,22,33,Parts per million,0.027458,0.038,12,32,Parts per billion,0.95,1.0,2,,Parts per million,0.1625,0.4,23,5.0
3116,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-23,Parts per billion,5.875,14.0,22,13,Parts per million,0.026917,0.039,10,33,Parts per billion,1.125,3.0,2,4.0,Parts per million,0.116667,0.2,6,
3117,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-23,Parts per billion,5.875,14.0,22,13,Parts per million,0.026917,0.039,10,33,Parts per billion,1.125,3.0,2,4.0,Parts per million,0.170833,0.4,0,5.0
3118,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-23,Parts per billion,5.875,14.0,22,13,Parts per million,0.026917,0.039,10,33,Parts per billion,1.1,1.6,2,,Parts per million,0.116667,0.2,6,
3119,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-23,Parts per billion,5.875,14.0,22,13,Parts per million,0.026917,0.039,10,33,Parts per billion,1.1,1.6,2,,Parts per million,0.170833,0.4,0,5.0
3120,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-24,Parts per billion,11.083333,36.0,22,34,Parts per million,0.023583,0.042,11,36,Parts per billion,1.041667,2.0,22,3.0,Parts per million,0.1875,0.6,22,
3121,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-24,Parts per billion,11.083333,36.0,22,34,Parts per million,0.023583,0.042,11,36,Parts per billion,1.041667,2.0,22,3.0,Parts per million,0.166667,0.3,23,3.0
3122,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-24,Parts per billion,11.083333,36.0,22,34,Parts per million,0.023583,0.042,11,36,Parts per billion,1.0375,1.3,23,,Parts per million,0.1875,0.6,22,
3123,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-24,Parts per billion,11.083333,36.0,22,34,Parts per million,0.023583,0.042,11,36,Parts per billion,1.0375,1.3,23,,Parts per million,0.166667,0.3,23,3.0
3124,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-25,Parts per billion,11.75,34.0,7,32,Parts per million,0.033542,0.044,9,37,Parts per billion,1.875,4.0,6,6.0,Parts per million,0.266667,1.3,6,
3125,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-25,Parts per billion,11.75,34.0,7,32,Parts per million,0.033542,0.044,9,37,Parts per billion,1.875,4.0,6,6.0,Parts per million,0.295833,0.5,7,6.0
3126,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-25,Parts per billion,11.75,34.0,7,32,Parts per million,0.033542,0.044,9,37,Parts per billion,1.85,3.3,8,,Parts per million,0.266667,1.3,6,
3127,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-25,Parts per billion,11.75,34.0,7,32,Parts per million,0.033542,0.044,9,37,Parts per billion,1.85,3.3,8,,Parts per million,0.295833,0.5,7,6.0
3128,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-26,Parts per billion,6.708333,18.0,18,17,Parts per million,0.035875,0.05,9,42,Parts per billion,1.541667,3.0,6,4.0,Parts per million,0.175,0.4,18,
3129,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-26,Parts per billion,6.708333,18.0,18,17,Parts per million,0.035875,0.05,9,42,Parts per billion,1.541667,3.0,6,4.0,Parts per million,0.183333,0.2,0,2.0
3130,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-26,Parts per billion,6.708333,18.0,18,17,Parts per million,0.035875,0.05,9,42,Parts per billion,1.5375,2.3,8,,Parts per million,0.175,0.4,18,
3131,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-26,Parts per billion,6.708333,18.0,18,17,Parts per million,0.035875,0.05,9,42,Parts per billion,1.5375,2.3,8,,Parts per million,0.183333,0.2,0,2.0
3132,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-27,Parts per billion,15.130435,42.0,19,40,Parts per million,0.024958,0.049,10,42,Parts per billion,0.26087,1.0,0,1.0,Parts per million,0.333333,0.7,19,
3133,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-27,Parts per billion,15.130435,42.0,19,40,Parts per million,0.024958,0.049,10,42,Parts per billion,0.26087,1.0,0,1.0,Parts per million,0.3,0.5,21,6.0
3134,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-27,Parts per billion,15.130435,42.0,19,40,Parts per million,0.024958,0.049,10,42,Parts per billion,0.271429,1.0,8,,Parts per million,0.333333,0.7,19,
3135,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-27,Parts per billion,15.130435,42.0,19,40,Parts per million,0.024958,0.049,10,42,Parts per billion,0.271429,1.0,8,,Parts per million,0.3,0.5,21,6.0
3136,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-28,Parts per billion,19.291667,41.0,18,39,Parts per million,0.0245,0.044,10,37,Parts per billion,0.416667,1.0,0,1.0,Parts per million,0.35,1.0,18,
3137,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-28,Parts per billion,19.291667,41.0,18,39,Parts per million,0.0245,0.044,10,37,Parts per billion,0.416667,1.0,0,1.0,Parts per million,0.345833,0.6,23,7.0
3138,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-28,Parts per billion,19.291667,41.0,18,39,Parts per million,0.0245,0.044,10,37,Parts per billion,0.4,1.0,2,,Parts per million,0.35,1.0,18,
3139,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-28,Parts per billion,19.291667,41.0,18,39,Parts per million,0.0245,0.044,10,37,Parts per billion,0.4,1.0,2,,Parts per million,0.345833,0.6,23,7.0
3140,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-29,Parts per billion,11.708333,30.0,23,28,Parts per million,0.027958,0.044,9,37,Parts per billion,0.708333,2.0,23,3.0,Parts per million,0.333333,0.8,23,
3141,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-29,Parts per billion,11.708333,30.0,23,28,Parts per million,0.027958,0.044,9,37,Parts per billion,0.708333,2.0,23,3.0,Parts per million,0.316667,0.5,0,6.0
3142,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-29,Parts per billion,11.708333,30.0,23,28,Parts per million,0.027958,0.044,9,37,Parts per billion,0.7,1.3,23,,Parts per million,0.333333,0.8,23,
3143,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-29,Parts per billion,11.708333,30.0,23,28,Parts per million,0.027958,0.044,9,37,Parts per billion,0.7,1.3,23,,Parts per million,0.316667,0.5,0,6.0
3144,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-30,Parts per billion,13.125,35.0,21,33,Parts per million,0.028625,0.052,10,44,Parts per billion,1.708333,3.0,16,4.0,Parts per million,0.304167,0.8,21,
3145,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-30,Parts per billion,13.125,35.0,21,33,Parts per million,0.028625,0.052,10,44,Parts per billion,1.708333,3.0,16,4.0,Parts per million,0.329167,0.5,0,6.0
3146,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-30,Parts per billion,13.125,35.0,21,33,Parts per million,0.028625,0.052,10,44,Parts per billion,1.6875,2.6,17,,Parts per million,0.304167,0.8,21,
3147,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-30,Parts per billion,13.125,35.0,21,33,Parts per million,0.028625,0.052,10,44,Parts per billion,1.6875,2.6,17,,Parts per million,0.329167,0.5,0,6.0
3148,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-01,Parts per billion,13.375,37.0,21,35,Parts per million,0.026083,0.048,10,41,Parts per billion,1.291667,3.0,5,4.0,Parts per million,0.308333,0.7,21,
3149,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-01,Parts per billion,13.375,37.0,21,35,Parts per million,0.026083,0.048,10,41,Parts per billion,1.291667,3.0,5,4.0,Parts per million,0.3,0.4,0,5.0
3150,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-01,Parts per billion,13.375,37.0,21,35,Parts per million,0.026083,0.048,10,41,Parts per billion,1.275,2.3,5,,Parts per million,0.308333,0.7,21,
3151,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-01,Parts per billion,13.375,37.0,21,35,Parts per million,0.026083,0.048,10,41,Parts per billion,1.275,2.3,5,,Parts per million,0.3,0.4,0,5.0
3152,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-02,Parts per billion,18.75,38.0,19,36,Parts per million,0.018333,0.043,10,36,Parts per billion,1.375,4.0,10,6.0,Parts per million,0.533333,1.5,20,
3153,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-02,Parts per billion,18.75,38.0,19,36,Parts per million,0.018333,0.043,10,36,Parts per billion,1.375,4.0,10,6.0,Parts per million,0.466667,0.8,22,9.0
3154,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-02,Parts per billion,18.75,38.0,19,36,Parts per million,0.018333,0.043,10,36,Parts per billion,1.35,2.3,11,,Parts per million,0.533333,1.5,20,
3155,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-02,Parts per billion,18.75,38.0,19,36,Parts per million,0.018333,0.043,10,36,Parts per billion,1.35,2.3,11,,Parts per million,0.466667,0.8,22,9.0
3156,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-03,Parts per billion,16.875,32.0,0,30,Parts per million,0.023167,0.045,10,38,Parts per billion,1.0,2.0,12,3.0,Parts per million,0.486957,0.9,6,
3157,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-03,Parts per billion,16.875,32.0,0,30,Parts per million,0.023167,0.045,10,38,Parts per billion,1.0,2.0,12,3.0,Parts per million,0.558333,0.9,0,10.0
3158,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-03,Parts per billion,16.875,32.0,0,30,Parts per million,0.023167,0.045,10,38,Parts per billion,0.985714,2.0,14,,Parts per million,0.486957,0.9,6,
3159,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-03,Parts per billion,16.875,32.0,0,30,Parts per million,0.023167,0.045,10,38,Parts per billion,0.985714,2.0,14,,Parts per million,0.558333,0.9,0,10.0
3160,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-04,Parts per billion,16.666667,41.0,19,39,Parts per million,0.020125,0.04,10,34,Parts per billion,1.375,5.0,21,7.0,Parts per million,0.4625,0.8,19,
3161,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-04,Parts per billion,16.666667,41.0,19,39,Parts per million,0.020125,0.04,10,34,Parts per billion,1.375,5.0,21,7.0,Parts per million,0.45,0.5,0,6.0
3162,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-04,Parts per billion,16.666667,41.0,19,39,Parts per million,0.020125,0.04,10,34,Parts per billion,1.3625,4.0,23,,Parts per million,0.4625,0.8,19,
3163,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-04,Parts per billion,16.666667,41.0,19,39,Parts per million,0.020125,0.04,10,34,Parts per billion,1.3625,4.0,23,,Parts per million,0.45,0.5,0,6.0
3164,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-05,Parts per billion,22.166667,39.0,19,37,Parts per million,0.018417,0.041,10,35,Parts per billion,2.416667,3.0,11,4.0,Parts per million,0.491667,1.3,20,
3165,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-05,Parts per billion,22.166667,39.0,19,37,Parts per million,0.018417,0.041,10,35,Parts per billion,2.416667,3.0,11,4.0,Parts per million,0.433333,0.8,22,9.0
3166,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-05,Parts per billion,22.166667,39.0,19,37,Parts per million,0.018417,0.041,10,35,Parts per billion,2.3875,3.0,20,,Parts per million,0.491667,1.3,20,
3167,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-10-05,Parts per billion,22.166667,39.0,19,37,Parts per million,0.018417,0.041,10,35,Parts per billion,2.3875,3.0,20,,Parts per million,0.433333,0.8,22,9.0
